ordine;item_padre;descrizione_padre;item_figlio;descrizione_figlio;qta_richiesta_pezzo;unita_misura;scrap_factor;qta_completata;qta_prelevata;quantita_richiesta
454226;3335;RACCORDO DIRITTO 22F/ TUBO P;1213;TERLUX 2812 TR (ABS);0,00501;KG;1,02350;194688,00000;61,08616;998,30847
454226;3335;RACCORDO DIRITTO 22F/ TUBO P;1213;TERLUX 2812 TR (ABS);0,00501;KG;1,02350;194688,00000;982,42593;998,30847
454226;3335;RACCORDO DIRITTO 22F/ TUBO P;1213;TERLUX 2812 TR (ABS);0,00501;KG;1,02350;194688,00000;921,33977;998,30847
454227;3335;RACCORDO DIRITTO 22F/ TUBO P;1213;TERLUX 2812 TR (ABS);0,00501;KG;1,02350;292371,00000;1466,17149;1499,20101
454228;3333;RACCORDO DIRITTO 15F / TUBO P;1213;TERLUX 2812 TR (ABS);0,003047;KG;1,02350;292722,00000;825,99780;912,88415
454229;3366;COPERCHIO  BARRIERBAC 22M/15F;1210;STYROLUX 656C CRISTALLO;0,014171;KG;1,02120;11176,00000;14,10864;161,73265
454229;3366;COPERCHIO  BARRIERBAC 22M/15F;1210;STYROLUX 656C CRISTALLO;0,014171;KG;1,02120;11176,00000;151,81712;161,73265
454229;3366;COPERCHIO  BARRIERBAC 22M/15F;1421;RIFRASTIR PS VERDE FUME' KE;0,000438;KG;1,15560;11176,00000;4,62683;5,65676
454229;3366;COPERCHIO  BARRIERBAC 22M/15F;1210;STYROLUX 656C CRISTALLO;0,014171;KG;1,02120;11176,00000;165,92576;161,73265
454241;4126;CORPO FILTRO SPIROM. 33M/30F;10086274;ERACLENE MP90U;0,012621;KG;1,01530;69878,00000;897,33856;895,42377
454241;4126;CORPO FILTRO SPIROM. 33M/30F;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000271;KG;1,01530;69878,00000;19,25824;19,22667
454242;4126;CORPO FILTRO SPIROM. 33M/30F;10086274;ERACLENE MP90U;0,012621;KG;1,01530;70301,00000;902,11821;900,84414
454242;4126;CORPO FILTRO SPIROM. 33M/30F;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000271;KG;1,01530;70301,00000;19,36079;19,34306
454243;4810;COPERCHIO FILTRO HYGROLIFE II;1210;STYROLUX 656C CRISTALLO;0,01068;KG;1,02220;28546,00000;316,81572;311,63942
454243;4810;COPERCHIO FILTRO HYGROLIFE II;1438;STYROLUX BATCH EF;0,00033;KG;1,03500;28546,00000;4,88686;9,74989
454247;4936;FONDO FILTRO HYGROLIFE II;1156;PP 100-GA12;0,00727;KG;1,03370;37506,00000;240,96864;281,85755
454247;4936;FONDO FILTRO HYGROLIFE II;1156;PP 100-GA12;0,00727;KG;1,03370;37506,00000;288,04483;281,85755
454247;4936;FONDO FILTRO HYGROLIFE II;1156;PP 100-GA12;0,00727;KG;1,03370;37506,00000;47,07619;281,85755
454251;3391;C. HYGROSTER,STERIVENT 22F/15M;1210;STYROLUX 656C CRISTALLO;0,012328;KG;1,03830;71566,00000;68,71040;916,05642
454251;3391;C. HYGROSTER,STERIVENT 22F/15M;1210;STYROLUX 656C CRISTALLO;0,012328;KG;1,03830;71566,00000;850,61400;916,05642
454251;3391;C. HYGROSTER,STERIVENT 22F/15M;1421;RIFRASTIR PS VERDE FUME' KE;0,000303;KG;1,08000;71566,00000;25,28474;23,41926
454251;3391;C. HYGROSTER,STERIVENT 22F/15M;1210;STYROLUX 656C CRISTALLO;0,012328;KG;1,03830;71566,00000;919,32440;916,05642
454255;4842;VALV.DIGITVENT 14CH TY-CARE AD;1207;SINKRAL PD L 322;0,010814;KG;1,06000;18001,00000;207,46883;206,34258
454255;4842;VALV.DIGITVENT 14CH TY-CARE AD;1207;SINKRAL PD L 322;0,010814;KG;1,06000;18001,00000;41,26680;206,34258
454255;4842;VALV.DIGITVENT 14CH TY-CARE AD;1430;COLORANTE VERDE;0,000221;KG;1,18000;18001,00000;4,72384;4,69430
454255;4842;VALV.DIGITVENT 14CH TY-CARE AD;1207;SINKRAL PD L 322;0,010814;KG;1,06000;18001,00000;166,20203;206,34258
454257;3389;FONDO FILTRO STERIVENT 22M/15F;1421;RIFRASTIR PS VERDE FUME' KE;0,000625;KG;1,08000;36652,00000;21,61097;24,74010
454257;3389;FONDO FILTRO STERIVENT 22M/15F;1210;STYROLUX 656C CRISTALLO;0,020203;KG;1,04460;36652,00000;782,26262;773,50578
454258;3390;FONDO FILTRO HYGROSTER 22M/15F;1210;STYROLUX 656C CRISTALLO;0,019455;KG;1,03880;33041,00000;667,95686;667,75379
454258;3390;FONDO FILTRO HYGROSTER 22M/15F;1421;RIFRASTIR PS VERDE FUME' KE;0,000602;KG;1,08000;33041,00000;18,51248;21,48194
454259;3379;FONDO FILTRO HYGROBAC 'S';1421;RIFRASTIR PS VERDE FUME' KE;0,000323;KG;1,08000;219546,00000;66,11580;76,58643
454259;3379;FONDO FILTRO HYGROBAC 'S';1210;STYROLUX 656C CRISTALLO;0,010434;KG;1,02740;219546,00000;1291,58035;2353,50932
454259;3379;FONDO FILTRO HYGROBAC 'S';1210;STYROLUX 656C CRISTALLO;0,010434;KG;1,02740;219546,00000;1085,50308;2353,50932
454259;3379;FONDO FILTRO HYGROBAC 'S';1210;STYROLUX 656C CRISTALLO;0,010434;KG;1,02740;219546,00000;2377,08343;2353,50932
454266;PT00015828;TAPPO INFERIORE DIGITVENT PP;1439;MASTER AZZURRO 62210;0,000025;KG;1,06000;51900,00000;1,40602;1,37535
454267;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;1439;MASTER AZZURRO 62210;0,000046;KG;1,06000;51800,00000;2,54526;2,52577
454270;PT00015826;BOCCOLA BLOCC. SACCA X TY-CARE PP;1439;MASTER AZZURRO 62210;0,000029;KG;1,06000;62573,00000;1,95997;1,92349
454277;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;30010,00000;650,64590;964,43202
454277;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;30010,00000;965,39576;964,43202
454277;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;30010,00000;105,24870;964,43202
454277;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;30010,00000;209,50116;964,43202
454305;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;119864,00000;482,64855;1082,74590
454305;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;119864,00000;1104,07790;1082,74590
454305;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;119864,00000;23,18091;23,08581
454305;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;119864,00000;621,42935;1082,74590
454306;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;151912,00000;25,78236;25,60325
454306;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;151912,00000;1246,22190;1211,24603
454307;10005252;RACC.'L' 15M-15F/22M CON LUER;1210;STYROLUX 656C CRISTALLO;0,005658;KG;1,03500;55970,00000;321,00647;327,76200
454307;10005252;RACC.'L' 15M-15F/22M CON LUER;1438;STYROLUX BATCH EF;0,000179;KG;1,03500;55970,00000;10,38269;10,36928
454309;10005251;RACC. 'L' 15M - 15F/22M;1210;STYROLUX 656C CRISTALLO;0,005513;KG;1,02000;96931,00000;67,54775;545,06822
454309;10005251;RACC. 'L' 15M - 15F/22M;1210;STYROLUX 656C CRISTALLO;0,005513;KG;1,02000;96931,00000;530,82110;545,06822
454309;10005251;RACC. 'L' 15M - 15F/22M;1210;STYROLUX 656C CRISTALLO;0,005513;KG;1,02000;96931,00000;463,27335;545,06822
454309;10005251;RACC. 'L' 15M - 15F/22M;1438;STYROLUX BATCH EF;0,000174;KG;1,02000;96931,00000;17,21592;17,20331
454310;3069;RACC. GIREV. 15F/22M PER COBB;1210;STYROLUX 656C CRISTALLO;0,004409;KG;1,02210;284663,00000;1235,11367;1282,81642
454310;3069;RACC. GIREV. 15F/22M PER COBB;1438;STYROLUX BATCH EF;0,000108;KG;1,03500;284663,00000;32,18426;31,81963
454311;3070;RACCORDO GIREVOLE PER TUBO P;1213;TERLUX 2812 TR (ABS);0,001268;KG;1,04000;320482,00000;412,03241;422,62602
454314;3340;RACC.DIRITTO 22M/15F,22M/VALV.;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000236;KG;1,03500;19587,00000;4,88122;4,78432
454314;3340;RACC.DIRITTO 22M/15F,22M/VALV.;1213;TERLUX 2812 TR (ABS);0,007623;KG;1,07630;19587,00000;159,33983;160,70418
454315;3337;RAC.DRITTO 22M/19F,TUBO 'A'15F;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000194;KG;1,03500;10016,00000;2,06848;2,01111
454315;3337;RAC.DRITTO 22M/19F,TUBO 'A'15F;1213;TERLUX 2812 TR (ABS);0,006268;KG;1,06500;10016,00000;66,32273;66,86101
454316;10005250;RACC.DIRITTO 22M/19F,22M/VALV.;1210;STYROLUX 656C CRISTALLO;0,008142;KG;1,02990;33001,00000;279,34930;276,72810
454316;10005250;RACC.DIRITTO 22M/19F,22M/VALV.;1421;RIFRASTIR PS VERDE FUME' KE;0,000252;KG;1,08000;33001,00000;11,03883;8,98155
454317;10100775;RACC. DIRITTO 22M/15F BIANCO;1213;TERLUX 2812 TR (ABS);0,006592;KG;1,06500;10250,00000;71,95500;71,95992
454318;3327;TAPPO 22F;1213;TERLUX 2812 TR (ABS);0,003587;KG;1,09040;24739,00000;94,47819;96,76078
454318;3327;TAPPO 22F;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000111;KG;1,03500;24739,00000;2,86372;2,84214
454319;3331;RACC. DIRITTO 22M/15F TUBO P.;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000198;KG;1,06000;10733,00000;2,20622;2,25264
454319;3331;RACC. DIRITTO 22M/15F TUBO P.;1213;TERLUX 2812 TR (ABS);0,006394;KG;1,06500;10733,00000;63,82030;73,08754
454320;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000178;KG;1,02000;34142,00000;6,24513;6,19882
454320;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;1213;TERLUX 2812 TR (ABS);0,005762;KG;1,03500;34142,00000;204,64870;203,61162
454321;4465;RACCORDO 22M-15F X TY-CARE;10086274;ERACLENE MP90U;0,005645;KG;1,06000;47675,00000;286,02921;285,27290
454321;4465;RACCORDO 22M-15F X TY-CARE;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,00012;KG;1,06000;47675,00000;6,07049;6,06426
454322;3305;RACC. DIRITTO 15M T.NEONATALE;1213;TERLUX 2812 TR (ABS);0,00289;KG;1,06500;10416,00000;26,41093;32,05889
454322;3305;RACC. DIRITTO 15M T.NEONATALE;1422;RIFRASTIR PS VERDE KE/1530 AT;0,00006;KG;1,95000;10416,00000;1,38014;1,21867
454323;3332;RACCORDO DIRITTO 15M/TUBO P;1213;TERLUX 2812 TR (ABS);0,00287;KG;1,03770;114903,00000;332,41109;342,20400
454324;3332;RACCORDO DIRITTO 15M/TUBO P;1213;TERLUX 2812 TR (ABS);0,00287;KG;1,03770;309019,00000;889,37490;920,32008
454325;4838;RACC.22M/15F-22M X URM CAR.LAT;1213;TERLUX 2812 TR (ABS);0,016426;KG;1,04470;17998,00000;312,58740;308,85004
454325;4838;RACC.22M/15F-22M X URM CAR.LAT;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000508;KG;1,03500;17998,00000;9,57888;9,46299
454328;10119347;COPERCHIO HB'S/BB'S 22F PP;10066414;PP RF365MO BOREALIS;0,006203;KG;1,07000;39364,00000;258,79747;261,26713
454328;10119347;COPERCHIO HB'S/BB'S 22F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000127;KG;1,07000;39364,00000;5,48217;5,34917
454329;3351;MEMBRANA TENUTA RACCOGLI COND;1393;MEGOL IA 60 C MG NEUTRO;0,005894;KG;1,03360;28737,00000;176,84810;175,06691
454329;3351;MEMBRANA TENUTA RACCOGLI COND;1428;COLORANTE BLU PE/S 61050 VIBA;0,00012;KG;1,03360;28737,00000;3,42212;3,56431
454330;3353;COPERCHIO RACCOGLICOND.TUBO A;1213;TERLUX 2812 TR (ABS);0,016503;KG;1,03410;13450,00000;232,26824;229,53437
454330;3353;COPERCHIO RACCOGLICOND.TUBO A;1430;COLORANTE VERDE;0,000337;KG;1,18000;13450,00000;5,41676;5,34853
454462;4357;RACCORDO A REBBI PARALLELI X;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000496;KG;1,03500;9704,00000;4,97817;4,98165
454462;4357;RACCORDO A REBBI PARALLELI X;1213;TERLUX 2812 TR (ABS);0,016027;KG;1,06500;9704,00000;159,14560;165,63520
454494;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;89921,00000;307,05956;623,41600
454494;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;89921,00000;639,77720;623,41600
454494;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;89921,00000;13,68344;13,18152
454494;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;89921,00000;332,71764;623,41600
454495;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;158385,00000;837,12758;1098,07212
454495;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;158385,00000;1128,16239;1098,07212
454495;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;158385,00000;24,08751;23,21766
454495;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;158385,00000;235,05792;1098,07212
454495;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;158385,00000;55,97689;1098,07212
454496;4456;ADATTATORE MDI PER TY-CARE.48;1074;GRANULO PVC HY-VIN XJ78882;0,0016;KG;1,06000;47527,00000;80,78218;80,60579
454501;3391;C. HYGROSTER,STERIVENT 22F/15M;1421;RIFRASTIR PS VERDE FUME' KE;0,000303;KG;1,08000;71890,00000;25,43040;23,52528
454501;3391;C. HYGROSTER,STERIVENT 22F/15M;1210;STYROLUX 656C CRISTALLO;0,012328;KG;1,03830;71890,00000;920,41584;920,20367
454537;10139858;FONDO BBAC PP 22F;10066414;PP RF365MO BOREALIS;0,012119;KG;1,04000;28634,00000;348,18976;360,89606
454537;10139858;FONDO BBAC PP 22F;1448;RIFRATENE PP VERDE KE/2623 2%;0,000247;KG;1,07000;28634,00000;8,19834;7,56768
454539;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;155615,00000;30,03988;29,97145
454539;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;155615,00000;1440,51300;1405,68897
454565;3128;CORPO COBB FISSO 22M/15F CON;1213;TERLUX 2812 TR (ABS);0,0072;KG;1,03030;72988,00000;529,15524;541,43666
454578;4305;CIL.APL GEOM VALVE SENZA SC;10086274;ERACLENE MP90U;0,004357;KG;1,02790;36061,00000;161,79340;161,50136
454578;4305;CIL.APL GEOM VALVE SENZA SC;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000095;KG;1,02790;36061,00000;3,53649;3,52137
454578;4305;CIL.APL GEOM VALVE SENZA SC;1422;RIFRASTIR PS VERDE KE/1530 AT;0,000092;KG;1,95000;36061,00000;6,47170;6,46934
454578;4305;CIL.APL GEOM VALVE SENZA SC;10086274;ERACLENE MP90U;0,004357;KG;1,02790;36061,00000;118,78604;161,50136
454578;4305;CIL.APL GEOM VALVE SENZA SC;10086274;ERACLENE MP90U;0,004357;KG;1,02790;36061,00000;43,00736;161,50136
454599;3808;RACC.15M X TUBO TRACHEALE;1213;TERLUX 2812 TR (ABS);0,0028;KG;1,06500;1068,00000;3,18478;3,18478
454600;3815;RACC.15M X TUBO TRACHEALE D.8;1213;TERLUX 2812 TR (ABS);0,002322;KG;1,05500;31870,00000;78,08150;78,07226
454601;3419;BOCCOLA RIDUZ.30 M X CONNETT.;1210;STYROLUX 656C CRISTALLO;0,003857;KG;1,02580;46650,00000;186,26786;184,57122
454601;3419;BOCCOLA RIDUZ.30 M X CONNETT.;1210;STYROLUX 656C CRISTALLO;0,003857;KG;1,02580;46650,00000;77,16150;184,57122
454601;3419;BOCCOLA RIDUZ.30 M X CONNETT.;1422;RIFRASTIR PS VERDE KE/1530 AT;0,000121;KG;1,03500;46650,00000;5,88419;5,84221
454601;3419;BOCCOLA RIDUZ.30 M X CONNETT.;1210;STYROLUX 656C CRISTALLO;0,003857;KG;1,02580;46650,00000;109,10636;184,57122
454601;3419;BOCCOLA RIDUZ.30 M X CONNETT.;1438;STYROLUX BATCH EF;0,000061;KG;1,03500;46650,00000;2,96561;2,94525
454607;4359;RACCORDO DIRITTO 22M/15F TUBO;1213;TERLUX 2812 TR (ABS);0,01239;KG;1,06500;18898,00000;244,46230;249,36572
454607;4359;RACCORDO DIRITTO 22M/15F TUBO;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000383;KG;1,03500;18898,00000;7,61941;7,49126
454608;4353;RAC. DISASSATO PER CIRCUITO;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000276;KG;1,02000;17419,00000;3,30562;4,90380
454608;4353;RAC. DISASSATO PER CIRCUITO;1213;TERLUX 2812 TR (ABS);0,008909;KG;1,03010;17419,00000;157,36785;159,85697
454611;10141370;RACC FLEX 15F X CONN.D.5,0-8;10004900;FMA 698 N V055 VA;0,00751;KG;1,02700;37146,00000;290,74749;286,49855
454612;10141377;RACCORDO FLEX 15F PER TUBO SPIRALATO 'N';1424;MASTER PVC VERDE 72486;0,00012;KG;1,05000;2467,00000;0,35055;0,31084
454612;10141377;RACCORDO FLEX 15F PER TUBO SPIRALATO 'N';10004900;FMA 698 N V055 VA;0,00806;KG;1,05000;2467,00000;23,62962;20,87822
454613;10138831;RACCORDO 15FLEX D.8,0-11.0;10124024;PVC AM 171F W 130 DEHT;0,00737;KG;1,04000;38337,00000;309,13395;293,84544
454613;10138831;RACCORDO 15FLEX D.8,0-11.0;10124024;PVC AM 171F W 130 DEHT;0,00737;KG;1,04000;38337,00000;117,48262;293,84544
454613;10138831;RACCORDO 15FLEX D.8,0-11.0;10124024;PVC AM 171F W 130 DEHT;0,00737;KG;1,04000;38337,00000;191,65133;293,84544
454614;4800;COPERCHIO 22F/15M CON CONO;1210;STYROLUX 656C CRISTALLO;0,010725;KG;1,02740;30118,00000;334,76088;331,86618
454614;4800;COPERCHIO 22F/15M CON CONO;1421;RIFRASTIR PS VERDE FUME' KE;0,000332;KG;1,08000;30118,00000;9,33001;10,79911
454615;3046;RACC FLEX DEHP FREE TUBO A 22F;10004900;FMA 698 N V055 VA;0,0104;KG;1,02850;232809,00000;176,22730;2490,21819
454615;3046;RACC FLEX DEHP FREE TUBO A 22F;10004900;FMA 698 N V055 VA;0,0104;KG;1,02850;232809,00000;2331,30785;2490,21819
454615;3046;RACC FLEX DEHP FREE TUBO A 22F;10004900;FMA 698 N V055 VA;0,0104;KG;1,02850;232809,00000;2507,53515;2490,21819
454619;3062;DOPPIO TAPPO PER COBB GIREVOLE;10130212;MDP 2894/60FC;0,00156;KG;1,29000;300290,00000;604,89816;604,30360
454645;3347;RAC. 22F X TUBO CORRUGATO;1158;RIBLENE FF30;0,00703;KG;1,07630;172108,00000;1034,21172;1302,23608
454645;3347;RAC. 22F X TUBO CORRUGATO;1158;RIBLENE FF30;0,00703;KG;1,07630;172108,00000;1309,49308;1302,23608
454645;3347;RAC. 22F X TUBO CORRUGATO;1158;RIBLENE FF30;0,00703;KG;1,07630;172108,00000;275,28136;1302,23608
454647;3398;ANELLO RACCOGLITUBI ADULTO;10086274;ERACLENE MP90U;0,003381;KG;1,03190;28860,00000;101,12867;100,68832
454647;3398;ANELLO RACCOGLITUBI ADULTO;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000069;KG;1,03190;28860,00000;2,05793;2,05486
454647;3398;ANELLO RACCOGLITUBI ADULTO;1430;COLORANTE VERDE;0,000066;KG;1,18000;28860,00000;2,26083;2,24762
454787;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000016;KG;1,03000;400,00000;0,00750;0,00659
454787;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;PT00106226;MASTERBATCH 0112606 VIOLA ST/606;0,000016;KG;1,03000;400,00000;0,01000;0,00659
454787;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;10086274;ERACLENE MP90U;0,000784;KG;1,03000;400,00000;0,40375;0,32301
454787;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;PT00106226;MASTERBATCH 0112606 VIOLA ST/606;0,000016;KG;1,03000;400,00000;0,01000;0,00659
454788;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;PT00106226;MASTERBATCH 0112606 VIOLA ST/606;0,000016;KG;1,03000;400,00000;0,01000;0,00659
454788;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;10086274;ERACLENE MP90U;0,000784;KG;1,03000;400,00000;0,32300;0,32301
454788;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;PT00106226;MASTERBATCH 0112606 VIOLA ST/606;0,000016;KG;1,03000;400,00000;0,01000;0,00659
454788;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000016;KG;1,03000;400,00000;0,00600;0,00659
454789;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000016;KG;1,03000;400,00000;0,00600;0,00659
454789;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;PT00106226;MASTERBATCH 0112606 VIOLA ST/606;0,000016;KG;1,03000;400,00000;0,01000;0,00659
454789;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;PT00106226;MASTERBATCH 0112606 VIOLA ST/606;0,000016;KG;1,03000;400,00000;0,01000;0,00659
454789;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;10086274;ERACLENE MP90U;0,000784;KG;1,03000;400,00000;0,32300;0,32301
454790;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;1427;MASTER ROSA PE 41464;0,000019;KG;1,17460;400,00000;0,00800;0,00893
454790;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;10086274;ERACLENE MP90U;0,000929;KG;1,17000;400,00000;0,43600;0,43477
454790;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000019;KG;1,17000;400,00000;0,00900;0,00889
454791;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;1427;MASTER ROSA PE 41464;0,000019;KG;1,17460;400,00000;0,00800;0,00893
454791;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;10086274;ERACLENE MP90U;0,000929;KG;1,17000;400,00000;0,43600;0,43477
454791;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000019;KG;1,17000;400,00000;0,00900;0,00889
454792;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;10086274;ERACLENE MP90U;0,000929;KG;1,17000;400,00000;0,43600;0,43477
454792;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000019;KG;1,17000;400,00000;0,00900;0,00889
454792;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;1427;MASTER ROSA PE 41464;0,000019;KG;1,17460;400,00000;0,00800;0,00893
454793;PT00108840;INSERT GUEDEL CANNULA SIZE 6 CM;10086274;ERACLENE MP90U;0,001194;KG;1,07000;400,00000;0,51200;0,51103
454793;PT00108840;INSERT GUEDEL CANNULA SIZE 6 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000025;KG;1,07000;400,00000;0,01000;0,01070
454793;PT00108840;INSERT GUEDEL CANNULA SIZE 6 CM;PT00106227;MASTERBATCH 0109269 NERO LM/269;0,000025;KG;1,07150;400,00000;0,01000;0,01072
454794;PT00108840;INSERT GUEDEL CANNULA SIZE 6 CM;10086274;ERACLENE MP90U;0,001194;KG;1,07000;400,00000;0,51200;0,51103
454794;PT00108840;INSERT GUEDEL CANNULA SIZE 6 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000025;KG;1,07000;400,00000;0,01000;0,01070
454794;PT00108840;INSERT GUEDEL CANNULA SIZE 6 CM;PT00106227;MASTERBATCH 0109269 NERO LM/269;0,000025;KG;1,07150;400,00000;0,01000;0,01072
454795;PT00108840;INSERT GUEDEL CANNULA SIZE 6 CM;10086274;ERACLENE MP90U;0,001194;KG;1,07000;400,00000;0,51200;0,51103
454795;PT00108840;INSERT GUEDEL CANNULA SIZE 6 CM;PT00106227;MASTERBATCH 0109269 NERO LM/269;0,000025;KG;1,07150;400,00000;0,01000;0,01072
454795;PT00108840;INSERT GUEDEL CANNULA SIZE 6 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000025;KG;1,07000;400,00000;0,01000;0,01070
454796;PT00108841;INSERT GUEDEL CANNULA SIZE 11 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000056;KG;1,28880;400,00000;0,02900;0,02887
454796;PT00108841;INSERT GUEDEL CANNULA SIZE 11 CM;10086274;ERACLENE MP90U;0,002744;KG;1,28880;400,00000;1,41400;1,41459
454796;PT00108841;INSERT GUEDEL CANNULA SIZE 11 CM;1432;COLORANTE ARANCIO;0,000056;KG;1,95000;400,00000;0,04400;0,04368
454797;PT00108841;INSERT GUEDEL CANNULA SIZE 11 CM;1432;COLORANTE ARANCIO;0,000056;KG;1,95000;400,00000;0,04400;0,04368
454797;PT00108841;INSERT GUEDEL CANNULA SIZE 11 CM;10086274;ERACLENE MP90U;0,002744;KG;1,28880;400,00000;1,41400;1,41459
454797;PT00108841;INSERT GUEDEL CANNULA SIZE 11 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000056;KG;1,28880;400,00000;0,02900;0,02887
454798;PT00108841;INSERT GUEDEL CANNULA SIZE 11 CM;1432;COLORANTE ARANCIO;0,000056;KG;1,95000;400,00000;0,04400;0,04368
454798;PT00108841;INSERT GUEDEL CANNULA SIZE 11 CM;10086274;ERACLENE MP90U;0,002744;KG;1,28880;400,00000;1,41400;1,41459
454798;PT00108841;INSERT GUEDEL CANNULA SIZE 11 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000056;KG;1,28880;400,00000;0,02900;0,02887
454799;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000016;KG;1,03000;400,00000;0,00600;0,00659
