ordine;part_number;descrizione;lotto;TAG_Stampo;codice_pressa;data_fine
455668;3335;RACCORDO DIRITTO 22F/ TUBO P;19L0159FA;TAG 251;SE009;09/12/2019 21:28
455669;3333;RACCORDO DIRITTO 15F / TUBO P;19L0160FA;TAG 251;SE009;16/12/2019 21:17
455670;3332;RACCORDO DIRITTO 15M/TUBO P;19L0161FA;TAG 21;SE012;28/11/2019 21:15
455671;3223;"RACC.DIRITTO PED.TUBO ""P"", 15F";19L0162FA;TAG 3;SE002;28/11/2019 21:16
455672;3315;RACCORDO RIDUZ.D 12 CONN.22M;19L0163FA;TAG 70;SE020;27/11/2019 08:44
455673;3815;RACC.15M X TUBO TRACHEALE D.8;19L0164FA;TAG 24;SE019;28/11/2019 21:16
455674;3395;COPERCHIO FILTRO STERIVENT,;19L0165FA;TAG 37;SE026;02/12/2019 21:47
455675;4126;CORPO FILTRO SPIROM. 33M/30F;19L0166FA;TAG 83;SE007;16/12/2019 21:08
455676;4305;CIL.APL GEOM VALVE SENZA SC;19L0167FA;TAG 86;SE003;02/12/2019 21:43
455678;3187;RAC DIRITTO 22M 22F A;19L0169FA;TAG 228;SE604;27/11/2019 21:28
455680;3273;RACCORDO X COD.4832 + SEDE URM;19L0171FA;TAG 202-B;SE003;27/11/2019 08:22
455681;10004101;COPERCHIO BARR.S/HYGR.S IN PP;19L0177FA;TAG 218;ST312;05/12/2019 13:53
455682;10004101;COPERCHIO BARR.S/HYGR.S IN PP;19L0178FA;TAG 234;SE607;09/12/2019 21:34
455683;10084085;FONDO FILTRO HYGROBAC'S PP;19L0179FA;TAG 209;SE602;07/01/2020 09:44
455685;3069;RACC. GIREV. 15F/22M PER COBB;19L0181FA;TAG 210-B;SE012;10/12/2019 21:21
455686;3070;RACCORDO GIREVOLE PER TUBO P;19L0182FA;TAG 210-B;SE012;12/12/2019 21:11
455687;3306;RACC.DIRITTO 15F T.NEONATALE;19L0183FA;TAG 28;SE006;27/11/2019 07:53
455688;4462;COPERCHIO VALVOLA PER TY-CARE;19L0184FA;TAG 163;SE028;10/12/2019 21:21
455690;4456;ADATTATORE MDI PER TY-CARE.48;19L0186FA;TAG 167;SE002;02/12/2019 21:49
455692;10138831;RACCORDO 15FLEX D.8,0-11.0;19L0190FA;TAG 10;SE002;09/12/2019 21:18
455693;10141370;RACC FLEX 15F X CONN.D.5,0-8;19L0191FA;TAG 10;SE002;12/12/2019 21:16
455694;10141379;RACCORDO FLEX 15F PER TUBO SPIRALATO 'P';19L0192FA;TAG 10;SE002;16/12/2019 21:16
455695;10141367;RACCORDO FLEX TUBO PED 15F;19L0193FA;TAG 10;SE002;12/12/2019 21:09
455697;3277;RACC.3 VIE REBBI PARALLELI;19L0195FA;TAG 176-B;SE011;27/11/2019 08:40
455698;3278;RACC. TRE VIE REBBI PARALLELI;19L0196FA;TAG 176-B;SE604;04/12/2019 22:02
455700;3340;RACC.DIRITTO 22M/15F,22M/VALV.;19L0197FA;TAG 94;SE015;03/12/2019 22:24
455701;3327;TAPPO 22F;19L0198FA;TAG 94;SE015;02/12/2019 21:48
455702;10005251;RACC. 'L' 15M - 15F/22M;19L0199FA;TAG 252;SE013;05/12/2019 22:03
455703;10005252;RACC.'L' 15M-15F/22M CON LUER;19L0200FA;TAG 252;SE013;18/12/2019 21:09
455704;3248;RACC. CATETERE 15F/22M-TUBO P;19L0201FA;TAG 252;SE013;16/12/2019 21:11
455830;3373;FONDO HYGROBABY CON 15F;19L0216FA;TAG 84;SE005;27/11/2019 07:25
455832;3371;COPERCHIO HYGROBABY 15M FORO;19L0218FA;TAG 85;SE005;09/12/2019 21:31
455873;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;19L0219FA;TAG 94;SE015;05/12/2019 21:57
455887;4936;FONDO FILTRO HYGROLIFE II;19L0220FA;TAG 179;SE016;03/12/2019 22:24
455888;4810;COPERCHIO FILTRO HYGROLIFE II;19L0221FA;TAG 177;SE016;05/12/2019 21:54
455889;10119239;CORPO CENTRALE TRACHEOLIFE III;19L0222FA;TAG 230;SE015;17/12/2019 21:58
455890;10124373;VASCHETTA PP RC ADT;19L0223FA;TAG 19;SE011;28/11/2019 21:12
455891;3046;RACC FLEX DEHP FREE TUBO A 22F;19L0224FA;TAG 253;SE024;28/11/2019 21:17
455892;10141368;RACCORDO FLEX TUBO PED 22F;19L0225FA;TAG 29;SE024;12/12/2019 21:15
455893;3042;RACCORDO UNIVERS. X TUBO D.6.2;19L0226FA;TAG 68;SE003;04/12/2019 22:03
455895;3355;COPERCHIO RACCOGLICOND. TUBO A;19L0227FA;TAG 157;SE007;15/01/2020 21:45
455898;4800;COPERCHIO 22F/15M CON CONO;19L0228FA;TAG 153;SE024;05/12/2019 22:05
455900;4800;COPERCHIO 22F/15M CON CONO;19L0229FA;TAG 153;SE024;10/12/2019 21:19
455901;PT00015826;BOCCOLA BLOCC. SACCA X TY-CARE PP;19L0230FA;TAG 196;SE016;09/12/2019 21:24
455975;10004101;COPERCHIO BARR.S/HYGR.S IN PP;19L0238FA;TAG 218;ST312;13/12/2019 07:14
456047;10004105;FONDO BARRIERBAC'S 22M/15F PP;19L0241FA;TAG 60;SE007;02/12/2019 21:39
456048;3068;CORPO COBB GIREVOLE;19L0242FA;TAG 229;SE601;18/12/2019 21:14
456049;3379;FONDO FILTRO HYGROBAC 'S';19L0243FA;TAG 233-D;SE601;04/12/2019 21:58
456051;4465;RACCORDO 22M-15F X TY-CARE;19L0245FA;TAG 173;SE016;16/12/2019 21:09
456052;3120;RACC.T.ENDOTR.15F 22M CONN.15M;19L0246FA;TAG 11;SE002;13/01/2020 21:30
456053;4838;RACC.22M/15F-22M X URM CAR.LAT;19L0247FA;TAG 175;SE013;11/12/2019 21:13
456054;4832;RACC.22M/15F X URM CARICO ALTO;19L0248FA;TAG 175;SE025;18/12/2019 21:16
456196;3067;TAPPO CHIUSURA CATET.ESTENSIB.;19L0251FA;TAG 89;SE603;12/12/2019 21:16
456197;4360;RACCORDO TUBO 'P' CON SEDE;19L0252FA;TAG 158;SE019;02/12/2019 21:39
456198;4553;ANELLO PORTA ELASTICO MASCH. 5;19L0253FA;TAG 82;SE028;11/12/2019 21:06
456199;4438;TAPPO PER CORPO DIGITVENT;19L0254FA;TAG 126;SE002;04/12/2019 21:58
456235;10004105;FONDO BARRIERBAC'S 22M/15F PP;19L0257FA;TAG 121;SE605;08/01/2020 22:59
456291;3332;RACCORDO DIRITTO 15M/TUBO P;19L0259FA;TAG 21;SE012;18/12/2019 21:14
456292;3393;ANIMA PORTA BOBINA HYGROSTER;19L0260FA;TAG 65;SE020;09/12/2019 21:29
456293;3419;BOCCOLA RIDUZ.30 M X CONNETT.;19L0268FA;TAG 109;SE020;11/12/2019 21:05
456294;3062;DOPPIO TAPPO PER COBB GIREVOLE;19L0269FA;TAG 41;SE003;17/12/2019 22:02
456295;4545;CORPO MASCHERA ANEST.MEDIUM AD;19L0270FA;TAG 75;SE008;12/12/2019 21:09
456296;3367;COPERCHIO NUOVO FILTRO PED.;19L0271FA;TAG 128;SE026;14/01/2020 21:52
456297;3391;C. HYGROSTER,STERIVENT 22F/15M;19L0272FA;TAG 130;SE026;17/12/2019 21:46
456298;3391;C. HYGROSTER,STERIVENT 22F/15M;19L0273FA;TAG 130;SE026;08/01/2020 22:02
456418;10004101;COPERCHIO BARR.S/HYGR.S IN PP;19L0278FA;TAG 234;SE607;17/12/2019 21:54
456454;3292;RAC.3 VIE REBBI PARALL. T. EXT;19L0279FA;TAG 176-B;SE011;16/12/2019 21:09
456455;3815;RACC.15M X TUBO TRACHEALE D.8;19L0280FA;TAG 24;SE019;10/12/2019 21:22
456456;PT00015828;TAPPO INFERIORE DIGITVENT PP;19L0281FA;TAG 186;SE028;19/12/2019 21:38
456457;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;19L0282FA;TAG 186;SE028;19/12/2019 21:38
456458;3053;CANNULA NAS.CON SEDE TUBO 4.2;19L0283FA;TAG 14;SE006;16/12/2019 21:10
456501;10139858;FONDO BBAC PP 22F;19M0001FA;TAG 178;SE017;17/12/2019 21:48
456505;3390;FONDO FILTRO HYGROSTER 22M/15F;19M0002FA;TAG 38;SE023;18/12/2019 21:17
456541;3375;FONDO HYGROBOY CON 22M/15F;19M0008FA;TAG 84;SE005;19/12/2019 21:38
456543;3128;CORPO COBB FISSO 22M/15F CON;19M0010FA;TAG 39;SE009;18/12/2019 21:13
456544;3350;OCCLUSORE PER RACCOGLICOND.;19M0011FA;TAG 18;SE028;13/01/2020 21:32
456549;4350;"RACC.DIRITTO 22M/15F,TUBO ""P""+";19M0015FA;TAG 141;SE011;19/12/2019 21:32
456550;10124375;MEMBRANA IN MEGOL PER RC;19M0016FA;TAG 147;SE018;05/12/2019 22:08
456562;10139857;COPERCHIO BBAC PP 22M/15F;19M0017FA;TAG 31;SE025;11/12/2019 21:07
456563;4838;RACC.22M/15F-22M X URM CAR.LAT;19M0018FA;TAG 175;SE025;08/01/2020 22:12
456605;3381;COPERCHIO BARRIER/HYGROBAC S;19M0020FA;TAG 122;SE006;12/12/2019 21:17
456606;10124373;VASCHETTA PP RC ADT;19M0021FA;TAG 19;SE011;05/12/2019 22:04
456607;3353;COPERCHIO RACCOGLICOND.TUBO A;19M0022FA;TAG 17;SE018;09/12/2019 21:24
456623;4545;CORPO MASCHERA ANEST.MEDIUM AD;19M0023FA;TAG 75;SE008;08/01/2020 22:57
456676;PT00015823;TAPPO INFERIORE DIGITVENT 10CH PP;19M0025FA;TAG 186;SE028;08/01/2020 22:57
456677;PT00015825;COPERCHIO SUPERIORE DIGITVENT 10CH PP;19M0026FA;TAG 186;SE028;08/01/2020 22:57
456688;10138831;RACCORDO 15FLEX D.8,0-11.0;19M0031FA;TAG 10;SE002;19/12/2019 21:35
456689;10141370;RACC FLEX 15F X CONN.D.5,0-8;19M0032FA;TAG 10;SE002;09/01/2020 21:50
456735;4860;DIGITVENT 5/6/10CH TY-CARE PED;19M0034FA;TAG 187;SE014;18/12/2019 21:11
456736;4861;DIGITVENT 7/8CH TY-CARE PED/NE;19M0035FA;TAG 187;SE014;19/12/2019 21:35
456755;10004101;COPERCHIO BARR.S/HYGR.S IN PP;19M0037FA;TAG 218;ST312;07/01/2020 23:01
456762;4301;APL GEOM.VALVE 15M SENZA SCAR.;19M0038FA;TAG 91;SE019;18/12/2019 21:16
456765;3311;RACC.DIRITTO TUBO 'N', 10F;19M0040FA;TAG 134;SE020;17/12/2019 21:57
456847;4897;VALV.DIGITVENT 10CH TY-CARE AD;19M0050FA;TAG 187;SE014;13/01/2020 21:25
456872;10141359;MASCHERA ADT A MEDIA CONCENTRAZIONE;19M0061FA;TAG 2;SE024;12/12/2019 21:10
456887;10084085;FONDO FILTRO HYGROBAC'S PP;19M0063FA;TAG 117;SE015;08/01/2020 22:21
456898;3315;RACCORDO RIDUZ.D 12 CONN.22M;19M0064FA;TAG 70;SE020;17/12/2019 21:46
456910;3046;RACC FLEX DEHP FREE TUBO A 22F;19M0065FA;TAG 253;SE024;08/01/2020 22:49
456915;4892;RACC.3 VIE REBBI PARALLELI;19M0066FA;TAG 27;SE003;18/12/2019 21:10
456920;3332;RACCORDO DIRITTO 15M/TUBO P;19M0067FA;TAG 21;SE012;08/01/2020 22:11
456958;3067;TAPPO CHIUSURA CATET.ESTENSIB.;19M0073FA;TAG 89;SE603;17/12/2019 21:49
456959;3369;FONDO FILTRO STERIVENT MINI;19M0074FA;TAG 133;SE027;08/01/2020 22:25
456968;4843;VALV.DIGITVENT 16CH TY-CARE AD;19M0075FA;TAG 187;SE014;17/12/2019 21:14
456975;4841;VALV.DIGITVENT 12CH TY-CARE AD;19M0076FA;TAG 187;SE014;09/01/2020 21:48
456978;4842;VALV.DIGITVENT 14CH TY-CARE AD;19M0081FA;TAG 187;SE014;20/01/2020 21:29
456980;10004105;FONDO BARRIERBAC'S 22M/15F PP;19M0082FA;TAG 121;SE605;27/01/2020 22:03
456981;10004105;FONDO BARRIERBAC'S 22M/15F PP;19M0083FA;TAG 121;SE605;11/02/2020 21:16
456982;PT00078083;COPERC.+PORTA O2 TRACHEO.III;19M0084FA;TAG 231;SE603;08/01/2020 22:26
456983;10119241;COPERCHIO LATERALE TRACHEO.III;19M0085FA;TAG 231;SE603;14/01/2020 21:46
456984;3388;FONDO FILTRO STERIVENT 'S';19M0086FA;TAG 38;SE023;08/01/2020 22:08
456989;4810;COPERCHIO FILTRO HYGROLIFE II;19M0090FA;TAG 177;SE016;09/01/2020 21:45
456990;3390;FONDO FILTRO HYGROSTER 22M/15F;19M0091FA;TAG 38;SE023;14/01/2020 22:32
456991;10138834;BOCCAGLIO SPIROMETRIA OVALE;19M0092FA;TAG 81;SE006;13/01/2020 21:31
456992;10141371;RACC 90 FLEX 22F-22F BENNET;19M0093FA;TAG 4;SE002;22/01/2020 21:15
456997;10084085;FONDO FILTRO HYGROBAC'S PP;19M0096FA;TAG 209;SE602;14/01/2020 06:46
456998;10004101;COPERCHIO BARR.S/HYGR.S IN PP;19M0097FA;TAG 218;SE607;08/01/2020 22:45
456999;3292;RAC.3 VIE REBBI PARALL. T. EXT;19M0098FA;TAG 176-B;SE011;19/12/2019 21:36
457000;4126;CORPO FILTRO SPIROM. 33M/30F;19M0099FA;TAG 83;SE007;08/01/2020 22:17
457002;3374;COPERCHIO HYGROBOY 22F/15M;19M0101FA;TAG 85;SE005;14/01/2020 22:40
457003;3371;COPERCHIO HYGROBABY 15M FORO;19M0102FA;TAG 85;SE005;15/01/2020 21:42
457004;3373;FONDO HYGROBABY CON 15F;19M0103FA;TAG 84;SE005;21/01/2020 21:22
457005;3375;FONDO HYGROBOY CON 22M/15F;19M0104FA;TAG 84;SE005;03/02/2020 23:08
457098;10004101;COPERCHIO BARR.S/HYGR.S IN PP;19M0111FA;TAG 218;ST312;15/01/2020 19:17
457118;3285;RACCORDO TIPO Y PER TUBO P;19M0112FA;TAG 9;SE604;18/12/2019 21:14
457119;3291;RAC.Y 22M/15F,TUBO P.CON PRESE;19M0113FA;TAG 9;SE604;19/12/2019 21:35
457122;4831;RACC.22M/15F X URM CAR.LATERAL;19M0114FA;TAG 175;SE025;09/01/2020 21:50
457123;4834;RACC.DRITTO 22M/15F-22M X URM;19M0115FA;TAG 175;SE025;14/01/2020 23:01
457126;4893;RACC.3 VIE REBBI PARALLELI;19M0119FA;TAG 27;SE003;19/12/2019 21:36
457127;3279;RAC.3 VIE REBBI PARALL.22M/15F;19M0120FA;TAG 176-B;SE604;08/01/2020 22:47
457128;3278;RACC. TRE VIE REBBI PARALLELI;19M0121FA;TAG 176-B;SE604;14/01/2020 23:02
457129;3397;ANELLO RACCOGLITUBI PEDIATRICO;19M0122FA;TAG 23;SE020;18/12/2019 21:10
457130;3850;CORPO TRACHEOLIFE 2;19M0123FA;TAG 219;SE600;28/01/2020 08:02
457131;10004101;COPERCHIO BARR.S/HYGR.S IN PP;19M0124FA;TAG 234;SE607;14/01/2020 22:50
457133;3327;TAPPO 22F;19M0125FA;TAG 94;SE017;08/01/2020 22:56
457134;3331;RACC. DIRITTO 22M/15F TUBO P.;19M0126FA;TAG 94;SE017;08/01/2020 22:46
457135;3326;TAPPO 22 M/19F;19M0127FA;TAG 94;SE017;08/01/2020 22:14
457136;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;19M0128FA;TAG 94;SE017;14/01/2020 22:48
457137;3340;RACC.DIRITTO 22M/15F,22M/VALV.;19M0129FA;TAG 94;SE017;16/01/2020 21:33
457138;10005250;RACC.DIRITTO 22M/19F,22M/VALV.;19M0152FA;TAG 94;SE017;15/01/2020 21:44
457139;10139856;FONDO HBAC/BBAC PP 22F/15M;19M0153FA;TAG 178;SE017;27/01/2020 22:06
457143;10139858;FONDO BBAC PP 22F;19M0155FA;TAG 178;SE017;03/02/2020 22:48
457150;4833;RACC.22M/15F-22M X URM CAR.LAT;19M0156FA;TAG 175;SE025;14/01/2020 22:56
457151;10139855;COPERCHIO HBAC PP 22M/15F;19M0157FA;TAG 31;SE025;20/01/2020 21:45
457152;10139857;COPERCHIO BBAC PP 22M/15F;19M0158FA;TAG 31;SE025;27/01/2020 21:47
457156;3068;CORPO COBB GIREVOLE;19M0159FA;TAG 229;SE601;09/01/2020 21:45
457166;4359;RACCORDO DIRITTO 22M/15F TUBO;19M0160FA;TAG 141;SE011;08/01/2020 22:19
457168;4352;RACC.A REBBI PARALLELI 22M,22M;19M0161FA;TAG 136;SE009;19/12/2019 21:34
457174;4353;RAC. DISASSATO PER CIRCUITO;19M0163FA;TAG 125;SE009;08/01/2020 22:50
457175;4360;RACCORDO TUBO 'P' CON SEDE;19M0164FA;TAG 158;SE019;09/01/2020 21:50
457177;4478;"RACC. ""T"" BOCCAGLIO 22M, 22M";19M0166FA;TAG 66;SE013;19/12/2019 21:35
457179;4552;ANELLO PORTA ELASTICO MASCH. 4;19M0168FA;TAG 82;SE028;08/01/2020 22:11
457183;3396;COPERCHIO HYGRO/STER/STER S;19M0169FA;TAG 37;SE025;14/01/2020 22:44
457184;3065;TAPPO PER COBB FISSO;19M0170FA;TAG 45;SE020;08/01/2020 22:47
457185;4468;TAPPOXCHIUSURA SONDINO TY-CARE;19M0171FA;TAG 45;SE020;09/01/2020 21:46
457186;4467;RACCORDO ASSIALE 15M X TY-CARE;19M0172FA;TAG 198-B;SE023;30/01/2020 21:58
457193;4936;FONDO FILTRO HYGROLIFE II;19M0175FA;TAG 179;SE016;15/01/2020 22:23
457194;PT00015827;BOCCOLA SACCA SONDINO TY-CARE PP;19M0176FA;TAG 199;SE016;16/01/2020 21:08
457195;PT00015826;BOCCOLA BLOCC. SACCA X TY-CARE PP;19M0177FA;TAG 196;SE016;20/01/2020 21:19
457197;PT00083154;CORPO T 22M-22M-22M/15F EXH. AIROX;19M0178FA;TAG 152;SE013;14/01/2020 21:10
457233;4546;CORPO MASCH.ANEST.SMALL ADULT;19M0180FA;TAG 75;SE008;08/01/2020 22:11
457245;4305;CIL.APL GEOM VALVE SENZA SC;19M0183FA;TAG 86;SE003;09/01/2020 21:49
457255;4800;COPERCHIO 22F/15M CON CONO;19M0184FA;TAG 153;SE024;14/01/2020 22:58
457297;10084085;FONDO FILTRO HYGROBAC'S PP;19M0185FA;TAG 117;SE015;14/01/2020 22:54
457298;3333;RACCORDO DIRITTO 15F / TUBO P;19M0186FA;TAG 251;SE009;09/01/2020 21:47
457299;3335;RACCORDO DIRITTO 22F/ TUBO P;19M0187FA;TAG 251;SE009;14/01/2020 21:53
457378;3815;RACC.15M X TUBO TRACHEALE D.8;19M0195FA;TAG 24;SE019;14/01/2020 22:49
457379;3419;BOCCOLA RIDUZ.30 M X CONNETT.;19M0196FA;TAG 109;SE020;14/01/2020 22:36
457380;3359;CONNETTORE CONO LUER X FILTRI;19M0197FA;TAG 46;SE019;21/01/2020 22:29
457382;3069;RACC. GIREV. 15F/22M PER COBB;19M0199FA;TAG 210-B;SE012;14/01/2020 22:47
457387;3070;RACCORDO GIREVOLE PER TUBO P;19M0200FA;TAG 210-B;SE012;20/01/2020 21:29
457388;10100775;RACC. DIRITTO 22M/15F BIANCO;19M0201FA;TAG 94;SE017;08/01/2020 22:01
457390;3799;INSERT GUEDEL CANNULA SIZE 9 CM;19M0203FA;TAG 63;SE028;14/01/2020 21:18
457392;3798;INSERT GUEDEL CANNULA SIZE 8 CM;19M0204FA;TAG 63;SE028;15/01/2020 21:40
457395;3248;RACC. CATETERE 15F/22M-TUBO P;19M0205FA;TAG 252;SE013;14/01/2020 22:38
457396;10005251;RACC. 'L' 15M - 15F/22M;19M0206FA;TAG 252;SE013;22/01/2020 21:18
457397;10005252;RACC.'L' 15M-15F/22M CON LUER;19M0207FA;TAG 252;SE013;14/01/2020 22:51
457398;3244;"RACC. ""L"" 22M/15F,TUBO ""P"" CON";19M0208FA;TAG 4;SE002;20/01/2020 21:19
457399;3223;"RACC.DIRITTO PED.TUBO ""P"", 15F";19M0209FA;TAG 3;SE002;20/01/2020 21:31
457400;3060;TAPPO INT.D.10 X COBB FISSI;19M0210FA;TAG 13;SE019;13/01/2020 21:24
457401;3393;ANIMA PORTA BOBINA HYGROSTER;19M0211FA;TAG 65;SE020;27/01/2020 21:59
457405;4126;CORPO FILTRO SPIROM. 33M/30F;19M0212FA;TAG 83;SE007;13/01/2020 21:39
457448;4547;CORPO MASCH.ANEST.PEDIATRIC;19M0221FA;TAG 75;SE008;22/01/2020 21:14
457581;3369;FONDO FILTRO STERIVENT MINI;19M0225FA;TAG 133;SE027;14/01/2020 23:00
457582;10004101;COPERCHIO BARR.S/HYGR.S IN PP;19M0226FA;TAG 218;ST312;23/01/2020 19:59
457599;3347;RAC. 22F X TUBO CORRUGATO;19M0227FA;TAG 211-B;SE018;16/01/2020 21:31
457600;4800;COPERCHIO 22F/15M CON CONO;19M0228FA;TAG 153;SE024;21/01/2020 22:18
457606;3333;RACCORDO DIRITTO 15F / TUBO P;19M0229FA;TAG 251;SE009;27/01/2020 22:00
457608;3335;RACCORDO DIRITTO 22F/ TUBO P;19M0230FA;TAG 251;SE009;21/01/2020 22:20
457609;10084085;FONDO FILTRO HYGROBAC'S PP;19M0231FA;TAG 117;SE015;21/01/2020 22:34
457610;10084085;FONDO FILTRO HYGROBAC'S PP;19M0236FA;TAG 209;SE602;21/01/2020 04:03
457612;10084085;FONDO FILTRO HYGROBAC'S PP;19M0237FA;TAG 209;SE602;28/01/2020 00:23
457613;10004101;COPERCHIO BARR.S/HYGR.S IN PP;19M0238FA;TAG 234;SE607;20/01/2020 21:33
457614;10004101;COPERCHIO BARR.S/HYGR.S IN PP;19M0240FA;TAG 234;SE607;22/01/2020 21:13
457615;10119239;CORPO CENTRALE TRACHEOLIFE III;19M0241FA;TAG 230;SE015;03/02/2020 21:26
457668;3379;FONDO FILTRO HYGROBAC 'S';19M0242FA;TAG 233-D;SE601;14/01/2020 22:35
457785;3062;DOPPIO TAPPO PER COBB GIREVOLE;20A0024FA;TAG 41;SE003;20/01/2020 21:32
457797;4545;CORPO MASCHERA ANEST.MEDIUM AD;20A0025FA;TAG 75;SE008;14/01/2020 21:06
457811;3191;RAC DIRITTO 22F 22M/15F A;20A0027FA;TAG 228;SE604;13/01/2020 21:27
457812;3196;CONN TIPO T 22M 22F 22M;20A0030FA;TAG 228;SE604;13/01/2020 21:26
457814;3212;RACCORDO L 22F 22M/15F;20A0032FA;TAG 228;SE604;14/01/2020 21:47
457815;3218;RACCORDO L 22M/15F 22M;20A0033FA;TAG 228;SE604;14/01/2020 21:16
457827;3187;RAC DIRITTO 22M 22F A;20A0041FA;TAG 228;SE604;13/01/2020 21:28
457830;10119343;FONDO STERIVENT MINI;20A0042FA;TAG 133;SE027;21/01/2020 21:20
457831;10119344;COPERCHIO STERIVENT MINI;20A0043FA;TAG 128;SE026;21/01/2020 22:27
457833;3046;RACC FLEX DEHP FREE TUBO A 22F;20A0044FA;TAG 253;SE024;03/02/2020 23:05
457834;4843;VALV.DIGITVENT 16CH TY-CARE AD;20A0045FA;TAG 187;SE014;12/02/2020 21:36
457854;PT00015828;TAPPO INFERIORE DIGITVENT PP;20A0050FA;TAG 186;SE028;28/01/2020 21:39
457857;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;20A0051FA;TAG 186;SE028;28/01/2020 21:39
457880;4456;ADATTATORE MDI PER TY-CARE.48;20A0055FA;TAG 167;SE002;16/01/2020 21:32
457881;4465;RACCORDO 22M-15F X TY-CARE;20A0056FA;TAG 173;SE016;27/01/2020 21:49
457882;3391;C. HYGROSTER,STERIVENT 22F/15M;20A0057FA;TAG 130;SE026;03/02/2020 22:57
457883;4438;TAPPO PER CORPO DIGITVENT;20A0058FA;TAG 126;SE028;20/01/2020 21:18
457884;10141368;RACCORDO FLEX TUBO PED 22F;20A0059FA;TAG 29;SE024;23/01/2020 21:18
457885;10141370;RACC FLEX 15F X CONN.D.5,0-8;20A0060FA;TAG 10;SE002;29/01/2020 21:53
457886;10138831;RACCORDO 15FLEX D.8,0-11.0;20A0061FA;TAG 10;SE002;03/02/2020 21:42
457887;10119347;COPERCHIO HB'S/BB'S 22F PP;20A0062FA;TAG 58;SE006;14/01/2020 22:57
457890;3079;PORTAVALVOLA PER U.R.M.;20A0063FA;TAG 57;SE020;15/01/2020 21:42
457894;3068;CORPO COBB GIREVOLE;20A0066FA;TAG 229;SE601;27/01/2020 14:32
457895;3068;CORPO COBB GIREVOLE;20A0065FA;TAG 229;SE601;10/02/2020 21:47
457899;3369;FONDO FILTRO STERIVENT MINI;20A0067FA;TAG 133;SE027;11/02/2020 21:16
457900;3391;C. HYGROSTER,STERIVENT 22F/15M;20A0068FA;TAG 130;SE026;05/02/2020 22:20
457901;4126;CORPO FILTRO SPIROM. 33M/30F;20A0069FA;TAG 83;SE007;22/01/2020 21:22
457902;3394;FONDO FILTRO STERIVENT;20A0070FA;TAG 38;SE023;20/01/2020 21:30
457903;3389;FONDO FILTRO STERIVENT 22M/15F;20A0071FA;TAG 38;SE023;27/01/2020 22:03
457922;3189;RAC DIRITTO 22M 22M/15F A;20A0073FA;TAG 228;SE604;13/01/2020 21:27
457956;10005252;RACC.'L' 15M-15F/22M CON LUER;20A0074FA;TAG 252;SE013;27/01/2020 22:04
457970;3030;CORPO NEBULIZZATORE AD UOVO;20A0075FA;TAG 214;SE011;14/01/2020 22:43
457972;3293;RACC.3 VIE REBBI PARALL.22M/;20A0077FA;TAG 176-B;SE011;14/01/2020 21:51
457973;3277;RACC.3 VIE REBBI PARALLELI;20A0078FA;TAG 176-B;SE011;15/01/2020 21:41
457974;3292;RAC.3 VIE REBBI PARALL. T. EXT;20A0079FA;TAG 176-B;SE011;21/01/2020 21:23
457975;3069;RACC. GIREV. 15F/22M PER COBB;20A0080FA;TAG 210-B;SE012;27/01/2020 22:01
458011;PT00083154;CORPO T 22M-22M-22M/15F EXH. AIROX;20A0081FA;TAG 152;SE013;14/01/2020 21:08
458094;3067;TAPPO CHIUSURA CATET.ESTENSIB.;20A0083FA;TAG 89;SE603;29/01/2020 21:52
458102;4544;CORPO MASCH.AN.LARGE ADULT;20A0084FA;TAG 75;SE008;20/01/2020 21:18
458110;3347;RAC. 22F X TUBO CORRUGATO;20A0085FA;TAG 211-B;SE018;21/01/2020 22:18
458115;3285;RACCORDO TIPO Y PER TUBO P;20A0086FA;TAG 9;SE604;16/01/2020 21:25
458207;3379;FONDO FILTRO HYGROBAC 'S';20A0093FA;TAG 233-D;SE601;16/01/2020 21:26
458233;3264;RACC. ANG.X UMIDIF. F&P MR850;20A0094FA;TAG 35;SE016;10/02/2020 21:50
458235;10084085;FONDO FILTRO HYGROBAC'S PP;20A0095FA;TAG 117;SE007;03/02/2020 22:54
458241;4832;RACC.22M/15F X URM CARICO ALTO;20A0096FA;TAG 175;SE013;03/02/2020 22:49
458243;3062;DOPPIO TAPPO PER COBB GIREVOLE;20A0098FA;TAG 41;SE003;27/01/2020 22:02
458245;4549;CORPO MASCH.ANEST. INF.'0'15M;20A0099FA;TAG 74;SE002;23/01/2020 21:15
458246;4300;CILINDRO .APL GEOM.VALVE+SC.;20A0100FA;TAG 86;SE003;05/02/2020 22:12
458248;3070;RACCORDO GIREVOLE PER TUBO P;20A0101FA;TAG 210-B;SE012;28/01/2020 21:36
458265;4842;VALV.DIGITVENT 14CH TY-CARE AD;20A0104FA;TAG 187;SE014;23/01/2020 21:17
458279;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;20A0105FA;TAG 63;SE028;16/01/2020 21:36
458280;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;20A0106FA;TAG 63;SE028;16/01/2020 21:41
